Animal ID,Name,Outcome Date,Outcome Time,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A688401,Buddy,10/06/14,2:02PM,Transfer,Partner,Dog,Neutered Male,3 years,Cardigan Welsh Corgi Mix,Brown
A679729,Tiger,10/06/14,2:13PM,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby
A689322,Boulder,10/06/14,2:24PM,Return to Owner,,Dog,Neutered Male,2 years,Boxer,Brown Brindle
A675008,Lulu,10/06/14,2:51PM,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair/Dachshund,Black/Brown
A689531,Minnie,10/06/14,2:53PM,Return to Owner,,Dog,Spayed Female,2 years,Labrador Retriever/Pointer,Black/White
A679750,Shotzy,10/06/14,3:16PM,Adoption,,Dog,Spayed Female,5 years,Weimaraner Mix,Chocolate
A689565,King,10/06/14,3:23PM,Return to Owner,,Dog,Neutered Male,8 years,Great Pyrenees,White
A688872,Harley,10/06/14,4:02PM,Return to Owner,,Dog,Intact Male,1 year,Great Dane/Mastiff,Black/White
A689514,Gizmo,10/06/14,4:21PM,Return to Owner,,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Chocolate/White
A688677,Zoe,10/06/14,4:30PM,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Torbie
A608475,Wicked,10/06/14,4:38PM,Euthanasia,Aggressive,Dog,Neutered Male,3 years,Staffordshire Mix,Fawn
A689588,,10/06/14,4:39PM,Euthanasia,,Other,Unknown,6 months,Bat Mix,Gray
A688072,,10/06/14,4:43PM,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A688076,,10/06/14,4:43PM,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A688231,,10/06/14,4:43PM,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A688075,,10/06/14,4:43PM,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A688080,,10/06/14,4:44PM,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby/White
A689591,,10/06/14,4:45PM,Euthanasia,,Other,Unknown,6 months,Bat Mix,Gray
A689576,,10/06/14,5:05PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby/White
A689575,,10/06/14,5:05PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby/White
A689579,,10/06/14,5:05PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue
A689577,,10/06/14,5:05PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
A689578,,10/06/14,5:05PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
A689319,Anabele,10/06/14,5:14PM,Adoption,,Dog,Spayed Female,4 months,Italian Greyhound Mix,Blue/White
A683539,*Beast,10/06/14,5:37PM,Adoption,Foster,Dog,Neutered Male,5 years,American Bulldog Mix,White/Brown
A679835,Lola,10/06/14,5:53PM,Adoption,,Dog,Spayed Female,7 years,Labrador Retriever Mix,Black/White
A689467,Sammy,10/06/14,6:08PM,Return to Owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
A689518,Charlie,10/06/14,6:26PM,Return to Owner,,Dog,Neutered Male,1 year,German Shorthair Pointer Mix,White/Black
A688008,Tequila,10/06/14,6:32PM,Return to Owner,,Dog,Spayed Female,3 years,Staffordshire,Fawn/White
A689583,,10/06/14,6:35PM,Transfer,Partner,Cat,Intact Female,2 months,Siamese Mix,Calico Point
A689516,Miles,10/06/14,6:50PM,Return to Owner,,Dog,Intact Male,2 years,Shih Tzu Mix,White/Tan
A689337,*Eva,10/06/14,7:05PM,Adoption,,Dog,Spayed Female,2 months,Border Collie Mix,Chocolate/White
A689556,,10/07/14,9:00AM,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A689568,,10/07/14,9:00AM,Transfer,SCRP,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
A689391,,10/07/14,11:07AM,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A677260,Baxter,10/07/14,12:46PM,Return to Owner,,Dog,Neutered Male,1 year,Norfolk Terrier Mix,Tan
A688970,*Rusty,10/07/14,12:59PM,Transfer,Partner,Dog,Neutered Male,2 years,Boxer,Brown Brindle/White
A689282,*Hannah,10/07/14,1:54PM,Transfer,Partner,Dog,Intact Female,6 months,Carolina Dog Mix,Brown
A688115,Duke,10/07/14,2:18PM,Euthanasia,Rabies Risk,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A689618,Oreo,10/07/14,2:37PM,Transfer,Partner,Other,Intact Male,1 year,Guinea Pig Mix,White/Tricolor
A689199,*Snickers,10/07/14,3:35PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A689154,*Cobalt,10/07/14,4:07PM,Transfer,Partner,Cat,Intact Male,1 month,Siamese Mix,Blue Point
A689157,*Azul,10/07/14,4:07PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby
A689159,*Periwinkle,10/07/14,4:08PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue/White
A689158,*Indigo,10/07/14,4:08PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue
A535700,Cornal,10/07/14,4:17PM,Return to Owner,,Dog,Neutered Male,9 years,Pit Bull,Red/White
A689394,,10/07/14,4:21PM,Transfer,Partner,Dog,Intact Male,4 months,Pit Bull Mix,White/Black
A688885,*Izzy,10/07/14,4:23PM,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White
A687554,*Tony,10/07/14,4:23PM,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White
A687208,Colbie,10/07/14,4:23PM,Transfer,Partner,Cat,Spayed Female,3 years,Cymric Mix,Orange Tabby/White
A682358,Poppy,10/07/14,4:23PM,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair/Boston Terrier,White/Brown Brindle
A687602,*Glacier,10/07/14,4:23PM,Transfer,Partner,Cat,Neutered Male,2 months,Siamese Mix,Lynx Point
A689257,*Hailey,10/07/14,4:46PM,Adoption,,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,White/Brown
A688554,Thunder,10/07/14,4:46PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A689454,Stacks,10/07/14,5:24PM,Return to Owner,,Dog,Intact Male,9 months,Pit Bull Mix,Blue/White
A689361,Sam,10/07/14,5:29PM,Adoption,,Dog,Neutered Male,4 years,Bruss Griffon Mix,Brown
A688806,Doug,10/07/14,5:53PM,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Brindle/White
A688502,Jewel,10/07/14,5:54PM,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
A689383,Gilly,10/07/14,6:10PM,Adoption,,Dog,Spayed Female,10 months,Miniature Poodle Mix,Apricot
A689344,*Griff,10/07/14,6:15PM,Adoption,,Dog,Neutered Male,5 months,Border Collie/German Shepherd,Black/Tricolor
A689243,Biela,10/07/14,6:25PM,Adoption,,Dog,Spayed Female,4 years,Dogue De Bordeaux Mix,Red
A685561,Sadie,10/07/14,6:33PM,Adoption,,Dog,Spayed Female,4 years,Pug/Chihuahua Shorthair,Tricolor
A689411,Bam Bam,10/07/14,7:00PM,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever/Basset Hound,Buff
A689418,,10/07/14,7:13PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A689415,,10/07/14,7:14PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A689335,*Bo,10/07/14,7:32PM,Adoption,,Dog,Neutered Male,2 months,German Shepherd/Border Collie,Tricolor
A689626,,10/08/14,8:30AM,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Blue
A683800,*Cassidy,10/08/14,8:36AM,Adoption,Foster,Dog,Spayed Female,1 year,Border Collie Mix,Black/White
A689670,,10/08/14,10:50AM,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby/White
A689671,,10/08/14,10:50AM,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
A689672,,10/08/14,10:50AM,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby/White
A646234,*Tee Nine E,10/08/14,11:08AM,Transfer,Partner,Dog,Spayed Female,1 year,Maltese/Miniature Poodle,White
A689390,Jules,10/08/14,11:25AM,Transfer,Partner,Dog,Intact Female,1 year,Doberman Pinsch Mix,Black/Brown
A689078,Autumn,10/08/14,11:39AM,Transfer,Partner,Cat,Intact Female,10 years,Devon Rex,Orange Tabby
A685406,*Toby,10/08/14,12:28PM,Transfer,Partner,Dog,Neutered Male,1 year,Labrador Retriever Mix,Tan
A689695,,10/08/14,1:07PM,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream Tabby
A689693,,10/08/14,1:07PM,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Cream Tabby
A689692,,10/08/14,1:08PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A689696,,10/08/14,1:08PM,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream Tabby
A683862,Kayla,10/08/14,1:13PM,Euthanasia,Aggressive,Dog,Spayed Female,6 years,Pit Bull Mix,Chocolate
A533602,Daisy,10/08/14,1:40PM,Return to Owner,,Dog,Spayed Female,7 years,Labrador Retriever Mix,Buff
A689637,Jewel,10/08/14,1:56PM,Return to Owner,,Dog,Spayed Female,1 year,Miniature Pinscher Mix,Black/Brown
A678588,*Jackson,10/08/14,2:14PM,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black
A678399,*Charlie,10/08/14,2:14PM,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black
A689295,*Shakespeare,10/08/14,2:17PM,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A689640,,10/08/14,2:37PM,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A689683,,10/08/14,2:56PM,Died,,Other,Unknown,6 months,Bat Mix,Brown
A689711,,10/08/14,2:59PM,Euthanasia,Suffering,Cat,Neutered Male,7 years,Domestic Shorthair,Blue/White
A688535,Jake,10/08/14,3:03PM,Adoption,,Dog,Neutered Male,3 months,German Shepherd Mix,Brown/Black
A689387,,10/08/14,3:58PM,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull Mix,White/Blue
A684073,*Colton,10/08/14,3:59PM,Transfer,Partner,Dog,Neutered Male,6 months,German Shepherd/Labrador Retriever,Black/White
A689215,*Shiela,10/08/14,4:00PM,Transfer,Partner,Dog,Intact Female,5 months,Australian Cattle Dog Mix,Red/White
A689216,*Matilda,10/08/14,4:00PM,Transfer,Partner,Dog,Intact Female,5 months,Australian Cattle Dog Mix,Chocolate/White
A689534,Hermes,10/08/14,4:01PM,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan
A318500,Tiger,10/08/14,4:13PM,Return to Owner,,Dog,Neutered Male,13 years,German Shepherd Mix,Tan
A688999,Butch,10/08/14,4:31PM,Adoption,,Dog,Neutered Male,10 months,Border Collie Mix,Chocolate/White
A689091,*Reese,10/08/14,4:50PM,Adoption,,Dog,Spayed Female,2 months,Pit Bull/Labrador Retriever,Black
A689343,*Rainn,10/08/14,5:00PM,Adoption,,Dog,Spayed Female,2 months,Border Collie Mix,Black/White
A689717,,10/08/14,5:29PM,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat Mix,Brown
A689523,Chiquillin,10/08/14,5:30PM,Return to Owner,,Dog,Neutered Male,2 years,Miniature Schnauzer/Miniature Poodle,Gray
A689487,,10/08/14,5:33PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A689393,,10/08/14,5:34PM,Euthanasia,Suffering,Dog,Intact Male,2 years,Chow Chow Mix,Gold
A689598,Jordan,10/08/14,5:52PM,Return to Owner,,Dog,Neutered Male,9 years,Rat Terrier Mix,Tricolor
A689342,Harley,10/08/14,6:05PM,Euthanasia,Suffering,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A689474,,10/08/14,6:09PM,Adoption,,Dog,Neutered Male,2 months,Dachshund Wirehair/Border Terrier,Brown
A689460,Rambo,10/08/14,6:23PM,Return to Owner,,Dog,Neutered Male,7 years,Norfolk Terrier Mix,Tricolor
A689262,Chavo,10/08/14,6:28PM,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
A685682,Elote,10/08/14,6:29PM,Transfer,Partner,Other,Intact Male,7 months,Rabbit Sh Mix,Brown
A688177,Kacy,10/08/14,6:29PM,Transfer,Partner,Other,Intact Female,1 year,Rabbit Sh Mix,Black
A689715,,10/08/14,6:30PM,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue/White
A689382,,10/08/14,6:41PM,Adoption,,Dog,Spayed Female,7 months,Cairn Terrier Mix,Silver
A689466,,10/08/14,6:50PM,Adoption,,Dog,Neutered Male,4 years,Dachshund Longhair Mix,Black/Tan
A547015,Peanut,10/08/14,6:57PM,Adoption,,Dog,Neutered Male,6 years,Pekingese,Gold
A688989,*Hugo,10/08/14,7:32PM,Adoption,,Dog,Neutered Male,8 years,Chihuahua Longhair Mix,Black/White
A689698,,10/09/14,9:00AM,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A689635,,10/09/14,9:00AM,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
A689634,,10/09/14,9:00AM,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black/White
A689633,,10/09/14,9:00AM,Transfer,SCRP,Cat,Unknown,4 months,Domestic Shorthair Mix,Blue
A685220,*Nermal,10/09/14,9:58AM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A689465,Ruby,10/09/14,11:16AM,Return to Owner,,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,Red Merle
A681027,Winkie,10/09/14,11:22AM,Return to Owner,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Black/White
A689521,Harley,10/09/14,11:39AM,Return to Owner,,Dog,Intact Female,5 years,Labrador Retriever Mix,Chocolate
A689739,,10/09/14,12:02PM,Euthanasia,Suffering,Dog,Intact Female,2 years,Cairn Terrier Mix,White/Brown
A676277,*Claire,10/09/14,12:20PM,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A679886,Layla,10/09/14,12:44PM,Adoption,Foster,Dog,Spayed Female,8 years,Miniature Pinscher/Chihuahua Shorthair,Brown
A689771,,10/09/14,1:10PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A689770,,10/09/14,1:10PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A689769,,10/09/14,1:10PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A689768,,10/09/14,1:10PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A689767,,10/09/14,1:10PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A689772,,10/09/14,1:10PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A689224,Chester,10/09/14,2:15PM,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Buff
A689317,*Freddie,10/09/14,2:37PM,Adoption,,Dog,Neutered Male,1 year,Airedale Terrier Mix,Black/Tan
A689315,Bibie,10/09/14,2:57PM,Transfer,Partner,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Black/White
A680574,*Bowie,10/09/14,2:58PM,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever/Border Collie,Black/White
A689085,Sosa,10/09/14,3:24PM,Transfer,Partner,Dog,Neutered Male,1 year,American Bulldog/Labrador Retriever,White/Blue
A689305,*Monte,10/09/14,3:37PM,Adoption,,Cat,Neutered Male,2 months,Siamese Mix,Lynx Point
A687679,Blackie,10/09/14,3:41PM,Adoption,,Dog,Neutered Male,11 months,German Shepherd Mix,Black/White
A679154,Buddy,10/09/14,3:48PM,Euthanasia,Aggressive,Dog,Intact Male,5 years,Rottweiler/Boxer,Tan
A689039,Bruno,10/09/14,3:49PM,Euthanasia,Aggressive,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/White
A689785,,10/09/14,3:58PM,Euthanasia,Suffering,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Black
A688844,Cider,10/09/14,4:10PM,Adoption,Foster,Cat,Neutered Male,7 months,Devon Rex Mix,Apricot
A689733,Oso,10/09/14,4:25PM,Return to Owner,,Dog,Intact Male,1 year,American Bulldog Mix,Black/White
A689734,Oreo,10/09/14,4:27PM,Return to Owner,,Dog,Intact Female,1 year,American Bulldog Mix,Black/White
A689053,Carly,10/09/14,4:28PM,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever/Plott Hound,White/Brown
A689789,,10/09/14,4:31PM,Euthanasia,Medical,Dog,Intact Male,2 years,German Shepherd/Labrador Retriever,Black
A689499,Kitty,10/09/14,4:33PM,Adoption,,Cat,Spayed Female,3 years,Domestic Longhair Mix,White
A679750,Shotzy,10/09/14,4:38PM,Return to Owner,,Dog,Spayed Female,5 years,Weimaraner Mix,Chocolate
A689422,*Belle,10/09/14,4:45PM,Euthanasia,Aggressive,Dog,Intact Female,7 years,Pit Bull Mix,Blue/White
A689713,Bo,10/09/14,4:49PM,Return to Owner,,Dog,Neutered Male,14 years,Dachshund Mix,Red/Black
A689307,Ross,10/09/14,4:52PM,Return to Owner,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown/Tan
A689786,Chansy,10/09/14,5:07PM,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A644188,Shadow,10/09/14,5:07PM,Return to Owner,,Dog,Neutered Male,3 years,Labrador Retriever,Black
A689501,*Ping,10/09/14,5:20PM,Adoption,,Dog,Neutered Male,4 years,Chinese Crested Mix,Black/White
A688971,Jack,10/09/14,5:22PM,Return to Owner,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black/White
A689444,*Josh,10/09/14,5:29PM,Transfer,Partner,Dog,Neutered Male,2 months,Doberman Pinsch Mix,Black/Tan
A689441,*Amelia,10/09/14,5:29PM,Transfer,Partner,Dog,Spayed Female,2 months,Doberman Pinsch Mix,Tricolor
A689440,*Boots,10/09/14,5:29PM,Transfer,Partner,Dog,Spayed Female,2 months,Doberman Pinsch Mix,Tricolor
A689443,,10/09/14,5:29PM,Transfer,Partner,Dog,Spayed Female,2 months,Doberman Pinsch Mix,Black/Tan
A688636,Blackie,10/09/14,5:58PM,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black
A656767,Bluebell,10/09/14,6:08PM,Return to Owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A689763,Levi,10/09/14,6:16PM,Return to Owner,,Dog,Neutered Male,4 years,Labrador Retriever Mix,Tan
A689762,Sandi,10/09/14,6:16PM,Return to Owner,,Dog,Spayed Female,4 years,Labrador Retriever Mix,Tan
A689787,Howard,10/09/14,6:33PM,Return to Owner,,Dog,Neutered Male,15 years,Standard Schnauzer Mix,Gray/Silver
A689707,Harper,10/09/14,6:38PM,Adoption,,Dog,Spayed Female,3 years,Yorkshire Terrier/Chihuahua Shorthair,Brown/Black
A689810,,10/09/14,6:38PM,Euthanasia,Suffering,Cat,Intact Male,1 month,Tonkinese Mix,Lynx Point
A652095,Poncho,10/09/14,6:52PM,Return to Owner,,Dog,Neutered Male,3 years,Dachshund,Black
A689539,,10/09/14,7:17PM,Adoption,,Dog,Spayed Female,2 months,Catahoula Mix,Brown/White
A688920,,10/10/14,8:05AM,Died,In Kennel,Cat,Intact Male,1 month,Domestic Medium Hair Mix,White/Black
A689756,,10/10/14,8:28AM,Euthanasia,Rabies Risk,Other,Unknown,2 years,Skunk Mix,Black/White
A689781,,10/10/14,8:29AM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Gray/Black
A689729,,10/10/14,9:00AM,Transfer,SCRP,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black
A689796,,10/10/14,9:00AM,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A689826,,10/10/14,9:34AM,Euthanasia,Rabies Risk,Other,Unknown,4 years,Raccoon Mix,Gray/Black
A689746,Purdy,10/10/14,11:05AM,Return to Owner,,Dog,Intact Female,5 months,Pit Bull Mix,White/Tan
A689527,*Dessau,10/10/14,11:24AM,Transfer,Partner,Dog,Intact Male,5 months,Great Pyrenees Mix,White
A689529,,10/10/14,11:24AM,Transfer,Partner,Dog,Intact Male,3 months,Boxer Mix,Tan/White
A689827,Hulk,10/10/14,11:55AM,Euthanasia,Aggressive,Dog,Neutered Male,3 years,Pit Bull,Brown
A689336,*Jethro,10/10/14,11:57AM,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Tricolor
A689270,*Harley,10/10/14,12:34PM,Adoption,,Dog,Neutered Male,1 year,Standard Schnauzer/Standard Poodle,Black/Tan
A689823,,10/10/14,12:45PM,Euthanasia,Medical,Dog,Intact Male,4 months,Labrador Retriever/Dalmatian,White/Black
A688932,Adorable,10/10/14,1:16PM,Adoption,,Cat,Spayed Female,1 year,Domestic Longhair Mix,Calico
A689198,Kit Kat,10/10/14,1:38PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie/White
A689596,,10/10/14,2:05PM,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,White/Tan
A566678,Rocco,10/10/14,2:11PM,Return to Owner,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Red
A689838,,10/10/14,2:39PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Brown Tabby
A689836,,10/10/14,2:39PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A689837,,10/10/14,2:39PM,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Brown Tabby/White
A689839,,10/10/14,2:39PM,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby
A689490,Zues,10/10/14,2:47PM,Adoption,,Dog,Neutered Male,2 years,Anatol Shepherd Mix,Tan/White
A689480,Miracle,10/10/14,3:07PM,Transfer,Partner,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Calico
A689477,Buffy,10/10/14,3:07PM,Transfer,Partner,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Tortie
A689478,Sylvester,10/10/14,3:07PM,Transfer,Partner,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Black/White
A687085,*Winky,10/10/14,3:09PM,Transfer,Partner,Cat,Neutered Male,7 months,Siamese Mix,Flame Point
A681569,Smokey,10/10/14,3:15PM,Adoption,Foster,Dog,Neutered Male,4 months,Labrador Retriever/Blue Lacy,Black
A681577,,10/10/14,3:16PM,Adoption,Foster,Dog,Neutered Male,4 months,Labrador Retriever/Blue Lacy,Chocolate/White
A679670,*Preston,10/10/14,3:20PM,Transfer,Partner,Dog,Neutered Male,3 years,Plott Hound Mix,Brown Brindle
A591420,Bella,10/10/14,3:23PM,Adoption,,Cat,Spayed Female,6 years,Domestic Longhair Mix,Black
A687933,*Herbie,10/10/14,3:35PM,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Cream/White
A689783,,10/10/14,3:45PM,Euthanasia,Suffering,Cat,Intact Female,5 months,Domestic Shorthair Mix,Orange Tabby/White
A689455,*Monty,10/10/14,3:59PM,Adoption,,Dog,Neutered Male,6 months,Catahoula Mix,White/Brown
A689439,*Dizzy,10/10/14,4:04PM,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White
A687020,Matilda,10/10/14,4:14PM,Euthanasia,Suffering,Dog,Spayed Female,6 years,Greyhound/Airedale Terrier,Black/Brown
A689137,Peppermint,10/10/14,4:19PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A688937,Meggy,10/10/14,4:31PM,Adoption,,Dog,Spayed Female,1 year,Golden Retriever Mix,Yellow
A686976,Kola,10/10/14,4:37PM,Transfer,Partner,Dog,Spayed Female,3 years,Pit Bull Mix,Brown
A689341,*Storm,10/10/14,4:38PM,Adoption,,Dog,Neutered Male,5 months,Border Collie/German Shepherd,Black/Tricolor
A688198,*Deacon,10/10/14,4:40PM,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/Jack Russell Terrier,Black
A689851,,10/10/14,5:07PM,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Calico
A689852,,10/10/14,5:07PM,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Brown Tabby
A689553,*Corky,10/10/14,5:10PM,Adoption,,Dog,Neutered Male,2 years,Pembroke Welsh Corgi,Sable/White
A684974,*Dempsy,10/10/14,5:44PM,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Tan
A687144,*Poppy,10/10/14,5:50PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A689582,,10/10/14,5:52PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A689581,,10/10/14,5:53PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A687949,Apollo,10/10/14,5:53PM,Adoption,,Dog,Neutered Male,2 years,Australian Kelpie Mix,Black/Tan
