Animal ID,Name,Intake Date,Intake Time,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A689461,*Walker,10/04/14,12:20PM,359 The Ranch Rd in Del Valle (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White
A689462,Luke,10/04/14,12:28PM,2604 Redleaf Ln in Austin (TX),Stray,Normal,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Blue Tabby/White
A689463,,10/04/14,12:40PM,1881 Grove Boulevard in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby/White
A689464,Sonny,10/04/14,12:46PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby
A689466,,10/04/14,1:21PM,4106 N Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Dachshund Longhair Mix,Black/Tan
A568084,Diva,10/04/14,1:28PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Tricolor
A689468,Layla,10/04/14,1:28PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Boxer Mix,Brown/White
A689469,,10/04/14,1:35PM,9300 Northgate in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A689470,,10/04/14,1:35PM,9300 Northgate in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A689467,Sammy,10/04/14,1:53PM,12800 Harrisglenn Dr in Austin (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
A689473,Chloe,10/04/14,1:54PM,5508 Ridge Oak Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Yorkshire Terrier Mix,Silver/Tan
A689474,,10/04/14,2:00PM,Hwy 183 And Duval Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Dachshund Wirehair/Border Terrier,Brown
A689477,Buffy,10/04/14,2:12PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,8 months,Domestic Shorthair Mix,Tortie
A689480,Miracle,10/04/14,2:12PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,8 months,Domestic Shorthair Mix,Calico
A689478,Sylvester,10/04/14,2:12PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,8 months,Domestic Shorthair Mix,Black/White
A689476,Lena,10/04/14,2:12PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A689472,,10/04/14,2:14PM,5405 Rambling Range in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Raccoon Mix,Black/White
A689479,,10/04/14,2:19PM,500 E Cesar Chavez in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown
A689481,,10/04/14,2:23PM,Hickery Ridge in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,White/Black
A689482,*Yogi,10/04/14,2:35PM,9604 Teasdale in Austin (TX),Stray,Normal,Dog,Intact Male,7 years,Pit Bull Mix,Brown/White
A689483,*Ella,10/04/14,2:36PM,Duval And 43Rd St in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A689484,Shadow,10/04/14,2:56PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 months,Pit Bull Mix,Brown Brindle/White
A689486,*Grayson,10/04/14,3:18PM,9128 Texas Sun in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby
A689485,*Sabrina,10/04/14,3:18PM,9128 Texas Sun in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie
A689487,,10/04/14,3:33PM,10401 Sprinkle Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A689488,*Dapper Dan,10/04/14,3:47PM,2803 Loyola Lane in Austin (TX),Stray,Other,Dog,Intact Male,7 years,Chihuahua Shorthair Mix,Buff/White
A689489,*Tinker,10/04/14,3:53PM,Thames Cir And Thames Dr in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Chihuahua Shorthair/Manchester Terrier,Tricolor
A689491,Owen,10/04/14,4:22PM,Roan Ln And Scenic Brook in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/Great Pyrenees,Buff
A689490,Zues,10/04/14,4:22PM,Roan Ln And Scenic Brook in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Anatol Shepherd Mix,Tan/White
A689492,,10/04/14,4:27PM,12800 Center Lake Dr in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A689496,Winston,10/04/14,4:43PM,Austin (TX),Euthanasia Request,Normal,Dog,Intact Male,10 years,St. Bernard Smooth Coat Mix,White/Brown
A689395,Oso,10/04/14,4:55PM,10601 Mcmillian in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Labrador Retriever,Black
A689497,Kit Kat,10/04/14,4:58PM,16297 Fm 1325 in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Yorkshire Terrier/Miniature Poodle,Brown/Black
A689499,Kitty,10/04/14,5:14PM,2147 Sage Creek Loop in Austin (TX),Stray,Normal,Cat,Spayed Female,3 years,Domestic Longhair Mix,White
A689501,*Ping,10/04/14,6:12PM,8312 Ih35 N in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Chinese Crested Mix,Black/White
A689506,Brahma,10/05/14,4:19AM,15812 Sambuca Cir in Austin (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Border Collie Mix,Black/White
A689507,Tesla,10/05/14,4:19AM,15812 Sambuca Cir in Austin (TX),Public Assist,Normal,Dog,Spayed Female,1 year,Australian Shepherd Mix,Brown Brindle/White
A689512,,10/05/14,10:32AM,3018 Jubilee Trl in Austin (TX),Stray,Injured,Cat,Unknown,3 years,Domestic Medium Hair Mix,Buff
A689504,*Montie,10/05/14,11:07AM,Stacey Ln And El Paso in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Australian Kelpie Mix,Black/Tan
A689514,Gizmo,10/05/14,11:15AM,12424 Research Blvd, #252 in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix
A689465,Ruby,10/05/14,11:40AM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,Red Merle
A677260,Baxter,10/05/14,11:51AM,2504 Quarry Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Norfolk Terrier Mix,Tan
A689518,Charlie,10/05/14,11:51AM,Guadalupe And St Johns in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shorthair Pointer Mix,White/Black
A689515,*Judy,10/05/14,12:15PM,Donahue in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Tan/White
A689516,Miles,10/05/14,12:21PM,Westgate Blvd/William Cannon in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Shih Tzu Mix,White/Tan
A689517,,10/05/14,12:26PM,Essex Cove in Travis (TX),Stray,Normal,Cat,Intact Female,5 days,Domestic Shorthair Mix,Black
A689520,,10/05/14,1:09PM,7314 Gaines Mill in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A689522,,10/05/14,1:22PM,12118 Walnut Park Crossing in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A535700,Cornal,10/05/14,1:29PM,Guadalupe/Airport in Austin (TX),Stray,Normal,Dog,Neutered Male,9 years,Pit Bull,Red/White
A689523,Chiquillin,10/05/14,1:29PM,Guadalupe/Airport in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Miniature Schnauzer/Miniature Poodle,Gray
A689525,Snowball,10/05/14,2:10PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,White
A689526,Oreo,10/05/14,2:10PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Black/White
A689524,Dottie,10/05/14,2:10PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Black/White
A689527,*Dessau,10/05/14,2:39PM,11118 Dessau Rd in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Great Pyrenees Mix,White
A689528,Clementine,10/05/14,2:39PM,11118 Dessau Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Havanese Mix,White
A689531,Minnie,10/05/14,3:33PM,8800 Burnet Rd in Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Labrador Retriever/Pointer,Black/White
A689534,Hermes,10/05/14,4:01PM,Austin (TX),Euthanasia Request,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan
A689532,Oso,10/05/14,4:03PM,1910 Hearthside Dr. #102 in Austin (TX),Public Assist,Normal,Dog,Neutered Male,10 years,Akita/German Shepherd,White/Black
A689536,,10/05/14,4:25PM,Emerald Forrest in Austin (TX),Stray,Injured,Other,Unknown,1 year,Californian Mix,White
A689537,*Tulip,10/05/14,4:54PM,Town Lake Circle in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Pointer Mix,Tan/White
A689538,Princess,10/05/14,5:01PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,6 months,Pit Bull Mix,White/Brown
A683862,Kayla,10/05/14,5:33PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Pit Bull Mix,Chocolate
A689539,,10/05/14,7:55PM,8001 S Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Catahoula Mix,Brown/White
A689521,Harley,10/06/14,6:49AM,Salt Springs /William Cannon in Austin (TX),Stray,Injured,Dog,Intact Female,5 years,Labrador Retriever Mix,Chocolate
A689547,,10/06/14,10:25AM,15 Waller in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A689551,,10/06/14,11:01AM,1413 Muddy Waters Dr in Austin (TX),Stray,Normal,Cat,Unknown,2 months,Domestic Shorthair Mix,Blue Tabby
A689553,*Corky,10/06/14,11:04AM,11123 Old Lockhart Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pembroke Welsh Corgi,Sable/White
A689554,Moscow,10/06/14,11:04AM,11123 Old Lockhart Rd in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Siberian Husky Mix,Black/White
A689529,,10/06/14,11:19AM,Hogs Eye And Imperial in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Boxer Mix,Tan/White
A689556,,10/06/14,11:24AM,11217 Doyle Overton Rd in Del Valle (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A689555,*Leia,10/06/14,11:24AM,11217 Doyle Overton Rd in Del Valle (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby
A689560,*Leonard,10/06/14,11:26AM,5602 Honeybee Bend in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black/White
A689562,*Sheldon,10/06/14,11:26AM,5602 Honeybee Bend in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A689561,*Amy,10/06/14,11:26AM,5602 Honeybee Bend in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A689564,*Howard,10/06/14,11:26AM,5602 Honeybee Bend in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A689559,*Penny,10/06/14,11:26AM,5602 Honeybee Bend in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A689563,*Raj,10/06/14,11:26AM,5602 Honeybee Bend in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A689557,*Brodie,10/06/14,11:35AM,Brodie Ln And William Cannon in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A689565,King,10/06/14,11:42AM,Chime Dr in Manor (TX),Stray,Normal,Dog,Neutered Male,8 years,Great Pyrenees,White
A689568,,10/06/14,12:08PM,12402 Knoll Ridge Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
A689567,Chloe,10/06/14,12:12PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Black
A689570,Isabel,10/06/14,12:23PM,16301 Parkview Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,White/Tan
A689569,*Roxie,10/06/14,12:23PM,16301 Parkview Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Rat Terrier Mix,Tricolor
A671025,Cody,10/06/14,12:25PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Maltese/Miniature Poodle,White/Gray
A689572,Sugar Ray,10/06/14,12:47PM,6001 Emerald Forest in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Californian Mix,White
A646234,*Tee Nine E,10/06/14,12:54PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Maltese/Miniature Poodle,White
A635866,Muneca,10/06/14,1:14PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 years,German Shepherd Mix,Sable
A689579,,10/06/14,2:34PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue
A689576,,10/06/14,2:34PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby/White
A689575,,10/06/14,2:34PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby/White
A689577,,10/06/14,2:34PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
A689578,,10/06/14,2:34PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
A689583,,10/06/14,3:09PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Siamese Mix,Calico Point
A689582,,10/06/14,3:09PM,6710 Burnet Ln in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A689584,*Scarlett,10/06/14,3:09PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A689581,,10/06/14,3:09PM,6710 Burnet Ln in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A689585,*Brownie,10/06/14,3:13PM,E Parmer Ln And Us 290 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Staffordshire Terrier Mix,Red/White
A689586,Clio,10/06/14,3:42PM,4502 Turnstone Dr in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue Tabby/White
A688535,Jake,10/06/14,4:18PM,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,3 months,German Shepherd Mix,Brown/Black
A689588,,10/06/14,4:29PM,500 E. Cesar Chavez in Austin (TX),Wildlife,Normal,Other,Unknown,6 months,Bat Mix,Gray
A686233,Marvin,10/06/14,4:32PM,Cedar Park (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby/White
A689591,,10/06/14,4:37PM,500 E. Cesar Chavez in Austin (TX),Wildlife,Normal,Other,Unknown,6 months,Bat Mix,Gray
A689596,,10/06/14,4:52PM,2507 East Riverside Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,White/Tan
A689598,Jordan,10/06/14,5:04PM,8530 Maine Dr in Austin (TX),Stray,Normal,Dog,Intact Male,9 years,Rat Terrier Mix,Tricolor
A689603,Reeses,10/06/14,5:13PM,Manor Rd And Airport Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 week,Miniature Pinscher/Chihuahua Shorthair,Chocolate/Tan
A689600,Scout,10/06/14,5:13PM,Manor Rd And Airport Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 week,Miniature Pinscher/Chihuahua Shorthair,Brown/Black
A689599,Addie,10/06/14,5:13PM,Manor Rd And Airport Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Miniature Pinscher/Chihuahua Shorthair,Tricolor
A689602,Copper,10/06/14,5:13PM,Manor Rd And Airport Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 week,Miniature Pinscher/Chihuahua Shorthair,Tan/Brown
A689601,*Abby,10/06/14,5:13PM,Manor Rd And Airport Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,1 week,Miniature Pinscher/Chihuahua Shorthair,Tricolor
A689604,Gizmo,10/06/14,5:33PM,1301 Crossing Place in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Pomeranian Mix,Tan
A689605,*Bea,10/06/14,6:13PM,614 Irma Dr. in Austin (TX),Stray,Injured,Cat,Intact Female,4 months,Domestic Shorthair Mix,Torbie
A689606,*Starla,10/06/14,6:23PM,812 And 183 in Del Valle (TX),Stray,Normal,Dog,Intact Female,9 months,Pointer Mix,Black/White
A689396,Smokey,10/06/14,6:42PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A476642,Polly,10/06/14,9:57PM,Barbara Jordan Blvd in Austin (TX),Stray,Normal,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Black
A689609,*Valent,10/07/14,7:38AM,Ih 35 in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Cairn Terrier Mix,Brown/Black
A689612,,10/07/14,8:38AM,824 Fm 973 in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,White/Blue
A689615,Nigel,10/07/14,11:00AM,1201 S 3Rd St in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A689616,Vincent,10/07/14,11:01AM,Fair Oaks Dr & Buffalo Pass in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Longhair Mix,Black Smoke
A689617,,10/07/14,11:12AM,1201 S 3Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A689618,Oreo,10/07/14,11:18AM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig Mix,White/Tricolor
A689620,Bleu,10/07/14,11:23AM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,5 months,Australian Cattle Dog Mix,Blue Tick/Black
A689621,*Waffle,10/07/14,11:23AM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,5 months,Australian Cattle Dog Mix,White/Black
A689622,*Flap Jack,10/07/14,11:23AM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,5 months,Australian Cattle Dog Mix,Black/White
A689623,Jewel,10/07/14,11:31AM,8125 Huddleston Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Pit Bull Mix,Tan/White
A689624,*Frank,10/07/14,11:44AM,7307 Riverside in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,White/Blue
A689627,*Jeb,10/07/14,12:20PM,3755 B S Cap Texas Hwy in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Labrador Retriever Mix,Tan
A683111,Bonnie,10/07/14,12:22PM,4715 S Congress in Austin (TX),Public Assist,Normal,Dog,Spayed Female,6 years,German Shepherd Mix,Brown/Black
A687298,*Lila,10/07/14,12:22PM,4715 S Congress in Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Cream
A683108,Clyde,10/07/14,12:22PM,4715 S Congress in Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Australian Cattle Dog/Akita,Brown/White
A689626,,10/07/14,12:24PM,12508 Esplande St in Austin (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Blue
A689629,,10/07/14,12:24PM,1401 E Rundberg Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie
A689628,Muffy,10/07/14,12:24PM,1401 E Rundberg Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A675068,Griffin,10/07/14,12:34PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair/Beagle,Tricolor
A689630,Marshall,10/07/14,12:39PM,9420 N Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Blue Tabby
A689632,,10/07/14,12:47PM,13349 Indian Oak Bend in Manor (TX),Stray,Normal,Dog,Intact Male,6 months,Border Terrier Mix,Chocolate/Tan
A689635,,10/07/14,12:57PM,506 Bellemeade Blvd in Pflugerville (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
A689634,,10/07/14,12:57PM,506 Bellemeade Blvd in Pflugerville (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black/White
A689633,,10/07/14,12:57PM,506 Bellemeade Blvd in Pflugerville (TX),Stray,Normal,Cat,Unknown,4 months,Domestic Shorthair Mix,Blue
A663495,Pikachu,10/07/14,12:58PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A689619,Bola,10/07/14,1:01PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,8 years,Pit Bull Mix,Black/White
A689636,Bentley,10/07/14,1:24PM,Woodward And Parker in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Border Collie/Australian Shepherd,White/Tricolor
A689638,*Mary Jane,10/07/14,1:39PM,1704 Nelms Dr in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Plott Hound Mix,Black/Tan
A689640,,10/07/14,1:46PM,9600 Burnet Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A656767,Bluebell,10/07/14,2:27PM,York Castle Dr & Grand Park Ave in Pflugerville (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown/White
A689643,*Boris,10/07/14,2:27PM,York Castle Dr & Grand Park Ave in Pflugerville (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White
A689648,*Marley,10/07/14,2:59PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Orange Tabby
A689647,*Mabel,10/07/14,2:59PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Brown Tabby
A689661,*Daisy,10/07/14,3:32PM,6903 Bethune A in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,White
A689658,,10/07/14,3:32PM,6903 Bethune A in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Miniature Poodle Mix,Gray
A689651,,10/07/14,3:32PM,6903 Bethune A in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Miniature Poodle Mix,White
A689654,Silvi,10/07/14,3:32PM,6903 Bethune A in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Miniature Poodle Mix,White
A689652,*Frosty,10/07/14,3:36PM,919 E 32Nd St in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Collie Smooth Mix,Red Tick
A689653,Wild Bill,10/07/14,3:36PM,1316 Cloverleaf in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd/Bull Terrier,Brown
A689637,Jewel,10/07/14,3:51PM,102 San Marcos in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Miniature Pinscher Mix,Black/Brown
A689660,Roxie,10/07/14,4:01PM,6405 S Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Border Collie Mix,Blue Merle/White
A689668,*Eleanor,10/07/14,4:30PM,6505 Shirley Ave in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
A689667,*Eloise,10/07/14,4:30PM,6505 Shirley Ave in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
A689666,Texas Kisses,10/07/14,4:34PM,5500 Ross Rd in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Border Collie Mix,Brown/White
A689670,,10/07/14,4:41PM,10712 Watchful Fox in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby/White
A689671,,10/07/14,4:41PM,10712 Watchful Fox in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
A689672,,10/07/14,4:41PM,10712 Watchful Fox in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby/White
A551384,Maury,10/07/14,5:08PM,2009 West Loop #B in Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Basenji Mix,Red/White
A689674,Roxy,10/07/14,5:19PM,3704 Cloudy Ridge Rd. in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Alaskan Malamute/Akita,Brown/Black
A689675,*Fern,10/07/14,6:03PM,13212 N. Lamar Blvd in Austin (TX),Stray,Sick,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Torbie/White
